"MOD_NAME","ITM_NAME","SEQ_NO","DSCR","ITM_TYPE","FLD_LEN","DECML","MIN_LEN","MAX_LEN","CODELIST","update_stamp"
"CORIELL_CATALOG","CONCENTRATION","10","Concentration","NUMBER","12","4","","","","2013-09-14 07:59:42.0"
"CORIELL_CATALOG","RATIO_260_280","11","Ratio 260 280","NUMBER","12","4","","","","2013-09-14 07:59:42.0"
"CORIELL_CATALOG","RIN","12","RIN","NUMBER","12","4","","","","2013-09-14 07:59:42.0"
"CORIELL_CATALOG","VOLUME_RECEIVED","13","Volume Received","NUMBER","12","4","","","","2013-09-14 07:59:42.0"
"CORIELL_CATALOG","VOLUME_RECEIVED_UNITS","14","Volume Received Units","CHAR","100","","","","","2013-09-14 07:59:42.0"
"CORIELL_CATALOG","QC","15","QC Status","CHAR","100","","","","","2013-09-14 07:59:42.0"
"CORIELL_SAMPLE_TEST","SAMPLEID","1","Coriell Sample ID","CHAR","100","","","","","2013-09-14 07:59:42.0"
"CORIELL_SAMPLE_TEST","ALIAS_ID","2","Patient Number","CHAR","100","","","","","2013-09-14 07:59:42.0"
"CORIELL_SAMPLE_TEST","PARAMETERLIST","3","Parameter List","CHAR","100","","","","","2013-09-14 07:59:42.0"
"CORIELL_SAMPLE_TEST","PARAMID","4","Parameter ID","CHAR","100","","","","","2013-09-14 07:59:42.0"
"CORIELL_SAMPLE_TEST","VALUE","5","Value","CHAR","100","","","","","2013-09-14 07:59:42.0"
"COVANCE","CNO","1","Center Number","CHAR","10","","","","","2013-09-14 07:59:42.0"
"COVANCE","PATNO","2","Patient Number","CHAR","8","","","","","2013-09-14 07:59:42.0"
"COVANCE","EVENT_ID","3","Event Name","CHAR","10","","","","","2013-09-14 07:59:42.0"
"COVANCE","PAG_NAME","4","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"COVANCE","GENDER","5","Gender","CHAR","1","","","","","2013-09-14 07:59:42.0"
"COVANCE","BIRTHDT","6","Birth Date","DATE","","","","","","2013-09-14 07:59:42.0"
"COVANCE","LACCNO","7","Lab Accession Number","CHAR","14","","","","","2013-09-14 07:59:42.0"
"COVANCE","LCOLLDT","8","Collection Date","DATE","","","","","","2013-09-14 07:59:42.0"
"COVANCE","COLLTM","9","Collection Time","DATE","","","","","","2013-09-14 07:59:42.0"
"COVANCE","LRECDT","10","Date Received","DATE","","","","","","2013-09-14 07:59:42.0"
"COVANCE","RECTM","11","Time Received","DATE","","","","","","2013-09-14 07:59:42.0"
"COVANCE","LRPTDT","12","Report Date","DATE","","","","","","2013-09-14 07:59:42.0"
"COVANCE","RPTTM","13","Report Time","DATE","","","","","","2013-09-14 07:59:42.0"
"COVANCE","LABCODE","14","Lab Code","CHAR","8","","","","","2013-09-14 07:59:42.0"
"COVANCE","LGROUP","15","Lab Group","CHAR","5","","","","","2013-09-14 07:59:42.0"
"COVANCE","LTSTCODE","16","Test Code","CHAR","8","","","","","2013-09-14 07:59:42.0"
"COVANCE","LTSTNAME","17","Test Name","CHAR","30","","","","","2013-09-14 07:59:42.0"
"COVANCE","LVISTYPE","18","Visit Type","CHAR","25","","","","","2013-09-14 07:59:42.0"
"COVANCE","LSIRES","19","SI Result","CHAR","14","","","","","2013-09-14 07:59:42.0"
"COVANCE","LSIUNIT","20","SI Unit","CHAR","14","","","","","2013-09-14 07:59:42.0"
"COVANCE","LSILORNG","21","SI Low Range","CHAR","10","","","","","2013-09-14 07:59:42.0"
"COVANCE","LSIHIRNG","22","SI High Range","CHAR","10","","","","","2013-09-14 07:59:42.0"
"COVANCE","LUSRES","23","US Result","CHAR","14","","","","","2013-09-14 07:59:42.0"
"COVANCE","LUSUNIT","24","US Unit","CHAR","14","","","","","2013-09-14 07:59:42.0"
"COVANCE","LUSLORNG","25","US Low Range","CHAR","10","","","","","2013-09-14 07:59:42.0"
"COVANCE","LUSHIRNG","26","US High Range","CHAR","10","","","","","2013-09-14 07:59:42.0"
"COVANCE","LRESFLG","27","Result Flag","CHAR","2","","","","","2013-09-14 07:59:42.0"
"COVANCE","LTSTCOMM","28","Test Specific Comments","CHAR","200","","","","","2013-09-14 07:59:42.0"
"CURRCOND","","0","Current Medical Conditions Log","","","","","","","2013-09-14 07:59:42.0"
"CURRCOND","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"CURRCOND","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"CURRCOND","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"CURRCOND","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"CURRCOND","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"CURRCOND","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"CURRCOND","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"CURRCOND","SEQNO","8","Sequence Number","NUMBER","4","0","","","","2013-09-14 07:59:42.0"
"CURRCOND","CONDCAT","9","Current Conditions Category","CHAR","40","","","","CONCAT","2013-09-14 07:59:42.0"
"CURRCOND","DIAGYR","10","Year of Diagnosis","NUMBER","4","0","","","","2013-09-14 07:59:42.0"
"CURRCOND","DXYREST","11","Diagnosis Year Estimated?","CHAR","4","","","","DXYREST","2013-09-14 07:59:42.0"
"CURRCOND","CONDTERM","12","Current Conditions Description","CHAR","200","","","","","2013-09-14 07:59:42.0"
"CURRCOND","RESOLVD","13","Resolved","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"CURRCOND","RESYR","14","Year of Resolution","NUMBER","4","0","","","","2013-09-14 07:59:42.0"
"CURRCOND","VERBATIM","15","MedDRA Lookup Term","CHAR","100","","","","","2013-09-14 07:59:42.0"
"CURRCOND","LLT_NAME","16","Low Level Term","CHAR","100","","","","","2013-09-14 07:59:42.0"
"CURRCOND","PT_CODE","17","Preferred Term Code","NUMBER","15","0","","","","2013-09-14 07:59:42.0"
"CURRCOND","PT_NAME","18","Preferred Term Name","CHAR","120","","","","","2013-09-14 07:59:42.0"
"CURRCOND","HLT_NAME","19","High Level Term","CHAR","120","","","","","2013-09-14 07:59:42.0"
"CURRCOND","HLGTNAME","20","High Level Group Term","CHAR","120","","","","","2013-09-14 07:59:42.0"
"CURRCOND","SOCABBR1","21","System Organ Class 1","CHAR","5","","","","","2013-09-14 07:59:42.0"
"CURRCOND","VMEDDRA","22","MedDRA Version","CHAR","8","","","","","2013-09-14 07:59:42.0"
"CURRCOND","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"CURRCOND","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"CURRCOND","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"CURRCOND","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"DATSCAN","","0","DaTSCAN Imaging","","","","","","","2013-09-14 07:59:42.0"
"DATSCAN","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"DATSCAN","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"DATSCAN","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"DATSCAN","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"DATSCAN","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"DATSCAN","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"DATSCAN","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"DATSCAN","DATSCAN","8","DAT imaging and SPECT scan completed","CHAR","1","","","","CMPLT2","2013-09-14 07:59:42.0"
"DATSCAN","DATSCNDT","9","SPECT Scan date","DATE","","","","","","2013-09-14 07:59:42.0"
"DATSCAN","SCNLOC","10","Location scan was completed","CHAR","1","","","","SCNLOC","2013-09-14 07:59:42.0"
"DATSCAN","SCNINJCT","11","Scan injection","CHAR","1","","","","SCNINJCT","2013-09-14 07:59:42.0"
"DATSCAN","DATXFRYN","12","DAT imaging transferred","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DATSCAN","VSINTRPT","13","Visual Interpretation Report","CHAR","1","","","","VSINTRPT","2013-09-14 07:59:42.0"
"DATSCAN","VSRPTELG","14","Visual Interpretation Rpt (eligible/not)","CHAR","1","","","","ELIGIBLE","2014-01-05 00:41:52.0"
"DATSCAN","RSLTNGAE","15","AEs as a result of DAT scan","CHAR","1","","","","YN","2014-01-05 00:41:52.0"
"DATSCAN","COMM","16","Comments","CHAR","240","","","","","2014-01-05 00:41:52.0"
"DATSCAN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"DATSCAN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"DATSCAN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"DATSCAN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","","0","Diagnostic Features","","","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"DIAGFEAT","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","DFSTROKE","9","Excessive stroke risk factors","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFRSKFCT","10","Unusual or atypical risk factors","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFPRESNT","11","Unusual or atypical presenting features","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFRPROG","13","Very rapid progression","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFSTATIC","14","Static or little change","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFHEMPRK","15","Hemiparkinsonism longer than 6 years","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFAGESX","16","Onset before age 30","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFOTHCRS","17","Unusual course - Other, specify","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFCRSCM","18","Unusual course - comment","CHAR","100","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","DFRTREMP","21","Resting tremor present","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFRTREMA","22","Resting tremor absent","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFPATREM","23","Prominent action tremor","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFOTHTRM","24","Tremor - Other, specify","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFTREMCM","25","Tremor - comment","CHAR","100","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","DFRIGIDP","27","Rigidity is present and typical for PD","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFRIGIDA","28","Rigidity is absent","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFAXRIG","29","Axial rigidity excess of distal rigidty","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFUNIRIG","30","Marked unilateral or asymmetric rigidity","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFTONE","31","Additional type of increased tone","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFOTHRIG","32","Rigidity - Other, specify","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFRIGCM","33","Rigidity - comment","CHAR","100","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","DFBRADYP","35","Bradykinesia present and typical for PD","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFBRADYA","36","Bradykinesia is absent","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFAKINES","37","Pure Akinesia (without rigidity, tremor)","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFBRPLUS","38","Bradykinesia not account for rapid movem","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFOTHABR","39","Akinesia/Bradykinesia - Other, specify","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFABRCM","40","Akinesia/Bradykinesia - comment","CHAR","100","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","DFPGDIST","42","Postural and gait dist are typical of PD","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFGAIT","43","Wide-based gait or ataxia","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFFREEZ","44","Prominent freezing early in course","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFFALLS","45","Likely to fall if not extra careful","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFOTHPG","46","Postural or gait dist - Other, specify","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFPGCM","47","Postural or gait disturbances - comment","CHAR","100","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","DFPSYCH","49","Psychiatric","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFCOGNIT","50","Cognitive","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFDYSTON","52","Dystonia","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFCHOREA","53","Chorea","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFMYOCLO","54","Myoclonus","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFOTHHYP","55","Hyperkinesias - Other, specify","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFHYPCM","56","Other hyperkinesias - comment","CHAR","100","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","DFHEMTRO","57","Presence of body hemiatrophy","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFPSHYPO","59","Postural hypotension","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFSEXDYS","60","Sexual dysfunction","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFURDYS","61","Urinary dysfunction","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFBWLDYS","62","Bowel dysfunction","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFOCULO","63","Oculomotor disturbances","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFEYELID","64","Eyelid disturbances","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFNEURAB","65","Other neurological abnormalities","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFDOPRSP","66","Little or no response to levodopa","CHAR","1","","","","YNNA","2013-09-14 07:59:42.0"
"DIAGFEAT","DFRAPSPE","67","Presence of very rapid speech","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFBULBAR","68","Presence of dysphagia/bulbar dysfunction","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","DFCTSCAN","69","CTsuggestive of another cause","CHAR","1","","","","YNNA","2013-09-14 07:59:42.0"
"DIAGFEAT","DFMRI","70","MRI suggestive of another cause","CHAR","1","","","","YNNA","2013-09-14 07:59:42.0"
"DIAGFEAT","DFATYP","71","Anything unusual/atypical about disease","CHAR","1","","","","YN","2013-09-14 07:59:42.0"
"DIAGFEAT","STAFFCD","72","Examiner","CHAR","4","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"DIAGFEAT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"DIAGREV","","0","Diagnosis Review","","","","","","","2014-01-19 00:43:17.0"
"DIAGREV","REC_ID","1","Record ID","NUMBER","12","0","","","","2014-01-19 00:43:17.0"
"DIAGREV","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2014-01-19 00:43:17.0"
"DIAGREV","CNO","3","Center Number","CHAR","4","","","","","2014-01-19 00:43:17.0"
"DIAGREV","PATNO","4","Patient Number","CHAR","8","","","","","2014-01-19 00:43:17.0"
"DIAGREV","EVENT_ID","5","Event Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"DIAGREV","PAG_NAME","6","Page Name","CHAR","8","","","","","2014-01-19 00:43:17.0"
"DIAGREV","INFODT","7","Event Date","DATE","","","","","","2014-01-19 00:43:17.0"
"DIAGREV","SHLDUNSV","8","Should  come in for unsched visit","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"DIAGREV","WILLUNSV","9","Willing to  come in for unsched visit","CHAR","1","","","","YN","2014-01-19 00:43:17.0"
"DIAGREV","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2014-01-19 00:43:17.0"
"DIAGREV","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2014-01-19 00:43:17.0"
"DIAGREV","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2014-01-19 00:43:17.0"
"DIAGREV","SITE_APRV","104","Date site approved the data","DATE","","","","","","2014-01-19 00:43:17.0"
"DNA","","0","DNA Sample","","","","","","","2013-09-14 07:59:42.0"
"DNA","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"DNA","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"DNA","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"DNA","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"DNA","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"DNA","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"DNA","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"DNA","BLDDNA","8","DNA Blood Sample","CHAR","1","","","","LAB","2013-09-14 07:59:42.0"
"DNA","BLDDNADT","9","DNA Blood Sample Collection Date","DATE","","","","","","2013-09-14 07:59:42.0"
"DNA","BLDVOLML","10","Volume of blood collected (milliliters)","NUMBER","3","0","1","8","","2013-09-14 07:59:42.0"
"DNA","DNASHPDT","11","Date DNA sample shipped","DATE","","","","","","2013-09-14 07:59:42.0"
"DNA","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2013-09-14 07:59:42.0"
"DNA","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2013-09-14 07:59:42.0"
"DNA","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2013-09-14 07:59:42.0"
"DNA","SITE_APRV","104","Date site approved the data","DATE","","","","","","2013-09-14 07:59:42.0"
"EPWORTH","","0","Epworth Sleepiness Scale","","","","","","","2013-09-14 07:59:42.0"
"EPWORTH","REC_ID","1","Record ID","NUMBER","12","0","","","","2013-09-14 07:59:42.0"
"EPWORTH","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2013-09-14 07:59:42.0"
"EPWORTH","CNO","3","Center Number","CHAR","4","","","","","2013-09-14 07:59:42.0"
"EPWORTH","PATNO","4","Patient Number","CHAR","8","","","","","2013-11-17 00:42:29.0"
"EPWORTH","EVENT_ID","5","Event Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"EPWORTH","PAG_NAME","6","Page Name","CHAR","8","","","","","2013-09-14 07:59:42.0"
"EPWORTH","INFODT","7","Event Date","DATE","","","","","","2013-09-14 07:59:42.0"
"EPWORTH","PTCGBOTH","9","Source of Information","CHAR","1","","","","PTCGBOTH","2013-09-14 07:59:42.0"
"EPWORTH","ESS1","10","Sitting and reading","NUMBER","1","0","0","3","","2013-09-14 07:59:42.0"
"EPWORTH","ESS2","11","Watching TV","NUMBER","1","0","0","3","","2013-09-14 07:59:42.0"
"EPWORTH","ESS3","12","Sitting, inactive in a public place","NUMBER","1","0","0","3","","2013-09-14 07:59:42.0"
"EPWORTH","ESS4","13","As a passenger in a car for an hour","NUMBER","1","0","0","3","","2013-09-14 07:59:42.0"
"EPWORTH","ESS5","14","Lying down to rest in the afternoon","NUMBER","1","0","0","3","","2013-09-14 07:59:42.0"
"EPWORTH","ESS6","15","Sitting and talking to someone","NUMBER","1","0","0","3","","2013-09-14 07:59:42.0"
"EPWORTH","ESS7","16","Sitting quietly after lunch","NUMBER","1","0","0","3","","2013-09-14 07:59:42.0"
